Name: STRATO3, HW Version: 1.0, SW Version: 1.2, SN: 1001003000152
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;03:11:11;12:02:48;16.06.2022;Y;11;52 20.68839 N;008 25.18680 E;70.665;130.8;134.50;6593.9;-2.500;-17.0;21.576;452.250;8.5;66675
$;03:11:13;12:02:50;16.06.2022;Y;11;52 20.65969 N;008 25.22571 E;63.714;117.9;144.41;6582.3;-2.250;-16.750;21.317;453.29;8.5;66675
$;03:11:15;12:02:52;16.06.2022;Y;11;52 20.63506 N;008 25.25585 E;50.105;92.7;140.20;6570.7;-2.375;-16.750;21.118;453.649;8.5;66675
$;03:11:17;12:02:54;16.06.2022;Y;10;52 20.61662 N;008 25.29036 E;53.812;99.6;125.50;6558.6;-2.250;-16.750;20.958;454.399;8.5;66675
$;03:11:19;12:02:56;16.06.2022;Y;11;52 20.59585 N;008 25.33468 E;67.516;125.0;130.89;6546.5;-2.250;-16.625;20.508;455.220;8.5;66675
$;03:11:21;12:02:58;16.06.2022;Y;11;52 20.56788 N;008 25.37556 E;66.298;122.7;143.75;6534.5;-2.250;-16.750;20.256;455.859;8.5;66675
$;03:11:23;12:03:00;16.06.2022;Y;11;52 20.54077 N;008 25.40464 E;52.010;96.3;147.58;6522.9;-2.375;-16.500;20.12;456.440;8.5;66675
$;03:11:25;12:03:02;16.06.2022;Y;11;52 20.52046 N;008 25.43250 E;47.542;88.0;133.19;6511.5;-2.375;-16.500;20.12;457.109;8.5;66675
$;03:11:27;12:03:04;16.06.2022;Y;11;52 20.50131 N;008 25.47112 E;61.755;114.3;128.66;6500.4;-2.125;-16.375;19.608;457.959;8.5;66675
$;03:11:29;12:03:06;16.06.2022;Y;11;52 20.47536 N;008 25.51303 E;67.523;125.0;140.90;6488.5;-2.375;-16.375;19.257;458.809;8.5;66675
$;03:11:31;12:03:08;16.06.2022;Y;11;52 20.44672 N;008 25.54463 E;57.036;105.6;150.07;6476.2;-2.250;-16.375;19.74;459.399;8.5;66675
$;03:11:33;12:03:10;16.06.2022;Y;11;52 20.42260 N;008 25.56842 E;46.001;85.1;145.46;6464.3;-2.250;-16.250;49.156;460.130;8.5;66675
$;03:11:35;12:03:12;16.06.2022;Y;11;52 20.40320 N;008 25.59599 E;48.996;90.7;132.32;6452.8;-2.500;-15.625;19.295;460.700;8.5;66675
$;03:11:37;12:03:14;16.06.2022;Y;11;52 20.38303 N;008 25.63214 E;59.539;110.2;133.76;6441.8;-2.500;-15.875;18.707;461.510;8.5;66675
$;03:11:39;12:03:16;16.06.2022;Y;11;52 20.35700 N;008 25.66833 E;61.706;114.2;143.93;6430.0;-2.375;-15.875;17.105;462.220;8.5;66675
$;03:11:41;12:03:18;16.06.2022;Y;11;52 20.32979 N;008 25.69436 E;51.190;94.8;152.21;6417.8;-2.375;-15.750;56.633;462.989;8.5;66675
$;03:11:43;12:03:20;16.06.2022;Y;11;52 20.30890 N;008 25.71728 E;42.989;79.6;139.20;6405.6;-2.250;-15.625;30.510;463.459;8.5;66675
$;03:11:45;12:03:22;16.06.2022;Y;10;52 20.29124 N;008 25.74827 E;50.619;93.7;130.79;6395.2;-2.500;-15.375;15.953;464.269;8.5;66675
$;03:11:47;12:03:24;16.06.2022;Y;11;52 20.26911 N;008 25.78419 E;60.731;112.4;139.71;6386.2;-2.500;-15.500;15.762;464.820;8.5;66675
$;03:11:49;12:03:26;16.06.2022;Y;11;52 20.24192 N;008 25.81419 E;56.644;104.9;152.10;6376.7;-2.375;-15.625;18.97;465.369;8.5;66675
$;03:11:51;12:03:28;16.06.2022;Y;11;52 20.21716 N;008 25.83489 E;45.007;83.3;151.31;6366.9;-2.250;-15.375;16.274;465.920;8.5;66675
$;03:11:53;12:03:30;16.06.2022;Y;11;52 20.19819 N;008 25.85828 E;43.817;81.1;136.48;6357.5;-2.500;-15.125;15.343;466.660;8.5;66675
$;03:11:55;12:03:32;16.06.2022;Y;11;52 20.17890 N;008 25.89138 E;55.336;102.4;134.26;6348.7;-2.500;-15.0;13.939;467.40;8.5;66675
$;03:11:57;12:03:34;16.06.2022;Y;11;52 20.15333 N;008 25.92521 E;60.423;111.9;146.01;6339.5;-2.500;-15.125;13.512;467.760;8.5;66675
$;03:11:59;12:03:36;16.06.2022;Y;11;52 20.12726 N;008 25.94925 E;47.148;87.3;152.86;6329.7;-2.375;-15.0;51.468;468.190;8.5;66675
$;03:12:01;12:03:38;16.06.2022;Y;11;52 20.10743 N;008 25.97106 E;41.705;77.2;136.63;6320.8;-2.500;-14.750;13.657;468.720;8.5;66675
$;03:12:03;12:03:40;16.06.2022;Y;11;52 20.08959 N;008 26.00185 E;53.503;99.0;132.24;6312.7;-2.500;-14.625;13.39;469.100;8.5;66675
$;03:12:05;12:03:42;16.06.2022;Y;11;52 20.06624 N;008 26.03788 E;61.621;114.1;141.53;6304.7;-2.500;-14.750;13.550;469.600;8.5;66675
$;03:12:07;12:03:44;16.06.2022;Y;11;52 20.03882 N;008 26.06740 E;55.228;102.2;150.02;6296.0;-2.250;-14.875;13.817;470.190;8.5;66675
$;03:12:09;12:03:46;16.06.2022;Y;11;52 20.01596 N;008 26.08990 E;43.408;80.3;145.05;6286.0;-2.500;-14.375;13.664;470.970;8.5;66675
$;03:12:11;12:03:48;16.06.2022;Y;11;52 19.99848 N;008 26.11767 E;46.811;86.6;131.33;6276.3;-2.500;-14.250;12.360;471.589;8.5;66675
$;03:12:13;12:03:50;16.06.2022;Y;11;52 19.97869 N;008 26.15169 E;54.879;101.6;135.52;6267.6;-2.375;-14.500;11.261;471.980;8.5;66675
$;03:12:15;12:03:52;16.06.2022;Y;11;52 19.95419 N;008 26.18340 E;56.657;104.9;146.15;6258.9;-2.375;-14.500;11.55;472.589;8.5;66675
$;03:12:17;12:03:54;16.06.2022;Y;11;52 19.92839 N;008 26.20786 E;51.063;94.5;152.09;6250.7;-2.625;-14.625;42.954;473.70;8.5;66675
$;03:12:19;12:03:56;16.06.2022;Y;11;52 19.90650 N;008 26.22754 E;41.524;76.9;148.00;6242.6;-2.250;-14.125;11.24;473.670;8.5;66675
$;03:12:21;12:03:58;16.06.2022;Y;11;52 19.88916 N;008 26.25080 E;41.160;76.2;135.26;6234.4;-2.250;-14.0;10.208;474.59;8.5;66675
$;03:12:23;12:04:00;16.06.2022;Y;11;52 19.87209 N;008 26.27940 E;47.555;88.0;134.28;6225.9;-2.500;-13.875;9.232;474.600;8.5;66675
$;03:12:25;12:04:02;16.06.2022;Y;11;52 19.85108 N;008 26.31050 E;53.763;99.5;141.20;6217.2;-2.500;-14.0;8.720;475.239;8.5;66675
$;03:12:27;12:04:04;16.06.2022;Y;11;52 19.82634 N;008 26.33681 E;51.596;95.5;151.35;6208.1;-2.500;-14.125;8.392;475.790;8.5;66675
$;03:12:29;12:04:06;16.06.2022;Y;11;52 19.80265 N;008 26.35644 E;45.034;83.4;153.29;6197.7;-2.375;-14.125;28.84;476.450;8.5;66675
$;03:12:31;12:04:08;16.06.2022;Y;11;52 19.78234 N;008 26.37547 E;39.795;73.7;145.86;6187.8;-2.500;-13.625;8.446;477.239;8.5;66675
$;03:12:33;12:04:10;16.06.2022;Y;11;52 19.76553 N;008 26.39863 E;40.861;75.6;135.14;6177.8;-2.375;-13.750;7.813;477.739;8.5;66675
$;03:12:35;12:04:12;16.06.2022;Y;10;52 19.74848 N;008 26.42835 E;48.986;90.7;132.86;6168.5;-2.500;-13.625;7.19;478.420;8.5;66675
$;03:12:37;12:04:14;16.06.2022;Y;11;52 19.72713 N;008 26.46035 E;54.591;101.1;142.13;6159.4;-2.500;-13.750;6.561;478.820;8.5;66675
$;03:12:39;12:04:16;16.06.2022;Y;11;52 19.70211 N;008 26.48550 E;50.455;93.4;154.05;6149.6;-2.125;-13.875;28.740;479.500;8.5;66675
$;03:12:41;12:04:18;16.06.2022;Y;11;52 19.68020 N;008 26.50213 E;37.632;69.6;153.12;6140.7;-2.500;-13.375;6.523;480.59;8.5;66675
$;03:12:43;12:04:20;16.06.2022;Y;11;52 19.66436 N;008 26.52091 E;35.848;66.3;136.02;6130.9;-2.500;-13.125;6.180;480.790;8.5;66675
$;03:12:45;12:04:22;16.06.2022;Y;11;52 19.64847 N;008 26.54766 E;46.433;85.9;135.19;6121.0;-2.500;-13.250;4.898;481.320;8.5;66675
$;03:12:47;12:04:24;16.06.2022;Y;11;52 19.62703 N;008 26.57423 E;48.192;89.2;149.56;6110.4;-2.500;-13.500;36.896;482.230;8.5;66675
$;03:12:49;12:04:26;16.06.2022;Y;11;52 19.60687 N;008 26.59118 E;34.713;64.2;151.82;6099.6;-2.500;-13.125;4.845;482.589;8.5;66675
$;03:12:51;12:04:28;16.06.2022;Y;11;52 19.59236 N;008 26.61103 E;37.407;69.2;132.14;6088.5;-2.500;-13.0;4.623;483.299;8.5;66675
$;03:12:53;12:04:30;16.06.2022;Y;11;52 19.57556 N;008 26.63954 E;48.141;89.1;137.59;6077.6;-2.375;-13.250;3.609;484.109;8.5;66675
$;03:12:55;12:04:32;16.06.2022;Y;11;52 19.55384 N;008 26.66450 E;46.424;85.9;150.69;6066.8;-2.375;-13.250;3.372;484.829;8.5;66675
$;03:12:57;12:04:34;16.06.2022;Y;11;52 19.53355 N;008 26.68074 E;35.745;66.1;154.76;6056.2;-2.500;-13.0;7.896;485.299;8.5;66675
$;03:12:59;12:04:36;16.06.2022;Y;11;52 19.51900 N;008 26.69677 E;31.098;57.5;136.05;6045.2;-2.250;-12.875;3.189;486.190;8.5;66675
$;03:13:01;12:04:38;16.06.2022;Y;11;52 19.50561 N;008 26.72151 E;41.479;76.8;130.89;6033.9;-2.375;-12.875;2.319;486.760;8.5;66675
$;03:13:03;12:04:40;16.06.2022;Y;11;52 19.48750 N;008 26.74906 E;46.089;85.3;142.60;6022.6;-2.500;-12.875;2.75;487.660;8.5;66675
$;03:13:05;12:04:42;16.06.2022;Y;11;52 19.46722 N;008 26.76916 E;38.914;72.0;153.20;6011.4;-2.125;-12.875;19.989;488.200;8.5;66679
$;03:13:07;12:04:44;16.06.2022;Y;11;52 19.45130 N;008 26.78380 E;29.176;54.0;144.54;5999.8;-2.375;-12.625;1.892;489.59;8.5;66679
$;03:13:09;12:04:46;16.06.2022;Y;11;52 19.43952 N;008 26.80370 E;33.962;62.8;127.96;5988.6;-2.375;-12.625;1.793;489.709;8.5;66679
$;03:13:11;12:04:48;16.06.2022;Y;11;52 19.42558 N;008 26.83111 E;43.260;80.1;132.82;5977.6;-2.250;-12.625;0.793;490.390;8.5;66679
$;03:13:13;12:04:50;16.06.2022;Y;11;52 19.40699 N;008 26.85708 E;43.650;80.8;144.98;5966.5;-2.250;-12.750;0.778;491.239;8.5;66679
$;03:13:15;12:04:52;16.06.2022;Y;11;52 19.38843 N;008 26.87512 E;34.185;63.3;151.23;5955.7;-2.375;-12.750;12.856;491.820;8.5;66679
$;03:13:17;12:04:54;16.06.2022;Y;11;52 19.37492 N;008 26.89035 E;27.339;50.6;137.87;5944.2;-2.125;-12.250;0.572;492.739;8.5;66679
$;03:13:19;12:04:56;16.06.2022;Y;11;52 19.36438 N;008 26.91149 E;34.134;63.2;124.89;5933.3;-2.375;-12.250;0.100;493.380;8.5;66679
$;03:13:21;12:04:58;16.06.2022;Y;11;52 19.35056 N;008 26.93880 E;41.844;77.4;134.36;5922.0;-2.375;-12.500;0.100;494.19;8.5;66679
$;03:13:23;12:05:00;16.06.2022;Y;11;52 19.33295 N;008 26.96235 E;39.613;73.3;145.10;5910.8;-2.375;-12.500;0.100;494.739;8.5;66679
$;03:13:25;12:05:02;16.06.2022;Y;11;52 19.31632 N;008 26.97930 E;31.417;58.1;149.31;5900.2;-2.250;-12.500;14.53;495.209;8.5;66679
$;03:13:27;12:05:04;16.06.2022;Y;11;52 19.30405 N;008 26.99400 E;25.424;47.0;135.96;5889.2;-2.375;-12.0;0.100;496.130;8.5;66679
$;03:13:29;12:05:06;16.06.2022;Y;11;52 19.29494 N;008 27.01320 E;29.457;54.5;123.29;5878.4;-2.500;-12.125;0.100;496.750;8.5;66679
$;03:13:31;12:05:08;16.06.2022;Y;11;52 19.28426 N;008 27.03853 E;37.809;70.0;127.11;5867.9;-2.250;-12.125;0.100;497.670;8.5;66679
$;03:13:33;12:05:10;16.06.2022;Y;11;52 19.26917 N;008 27.06515 E;41.178;76.2;137.28;5856.9;-2.375;-12.250;0.100;498.269;8.5;66679
$;03:13:35;12:05:12;16.06.2022;Y;11;52 19.25164 N;008 27.08691 E;37.368;69.2;147.21;5846.7;-2.125;-12.250;0.100;498.880;8.5;66679
$;03:13:37;12:05:14;16.06.2022;Y;11;52 19.23604 N;008 27.10231 E;29.137;53.9;148.53;5836.3;-2.250;-12.125;4.440;499.700;8.5;66679
$;03:13:39;12:05:16;16.06.2022;Y;11;52 19.22465 N;008 27.11771 E;26.124;48.3;131.97;5825.4;-2.250;-11.750;0.100;500.410;8.5;66679
$;03:13:41;12:05:18;16.06.2022;Y;11;52 19.21516 N;008 27.13943 E;33.252;61.5;122.91;5814.7;-2.250;-11.875;0.100;500.989;8.5;66679
$;03:13:43;12:05:20;16.06.2022;Y;11;52 19.20291 N;008 27.16628 E;39.966;74.0;130.71;5804.1;-2.250;-12.0;0.100;501.660;8.5;66679
$;03:13:45;12:05:22;16.06.2022;Y;11;52 19.18640 N;008 27.19133 E;40.233;74.5;142.02;5793.3;-2.125;-12.0;0.100;502.470;8.5;66679
$;03:13:47;12:05:24;16.06.2022;Y;11;52 19.16902 N;008 27.21007 E;34.789;64.4;150.21;5783.3;-2.250;-12.125;0.100;503.239;8.5;66679
$;03:13:49;12:05:26;16.06.2022;Y;11;52 19.15440 N;008 27.22343 E;26.721;49.4;148.92;5772.8;-2.375;-11.875;0.893;503.820;8.5;66679
$;03:13:51;12:05:28;16.06.2022;Y;11;52 19.14383 N;008 27.23808 E;25.321;46.8;131.43;5762.2;-2.375;-11.625;0.100;504.450;8.5;66679
$;03:13:53;12:05:30;16.06.2022;Y;11;52 19.13458 N;008 27.25865 E;31.166;57.7;123.73;5751.9;-2.375;-11.625;0.100;505.170;8.5;66679
$;03:13:55;12:05:32;16.06.2022;Y;11;52 19.12321 N;008 27.28409 E;37.786;69.9;129.18;5741.7;-2.375;-11.750;0.100;505.940;8.5;66679
$;03:13:57;12:05:34;16.06.2022;Y;11;52 19.10783 N;008 27.30911 E;39.404;72.9;139.98;5731.5;-2.250;-11.750;0.100;506.549;8.5;66679
$;03:13:59;12:05:36;16.06.2022;Y;11;52 19.09126 N;008 27.32789 E;32.967;61.0;149.27;5721.1;-2.375;-11.750;19.691;507.190;8.5;66679
$;03:14:01;12:05:38;16.06.2022;Y;11;52 19.07817 N;008 27.34144 E;24.399;45.1;142.79;5710.3;-2.375;-11.500;0.100;507.970;8.5;66679
$;03:14:03;12:05:40;16.06.2022;Y;11;52 19.06910 N;008 27.35766 E;25.746;47.6;125.18;5699.6;-2.250;-11.375;0.100;508.660;8.5;66679
$;03:14:05;12:05:42;16.06.2022;Y;10;52 19.06059 N;008 27.37885 E;29.060;53.8;123.15;5690.0;-2.375;-11.375;0.100;509.320;8.5;66679
$;03:14:07;12:05:44;16.06.2022;Y;11;52 19.05150 N;008 27.40079 E;30.097;55.7;124.29;5680.8;-2.125;-11.250;0.100;509.820;8.5;66679
$;03:14:09;12:05:46;16.06.2022;Y;10;52 19.04132 N;008 27.42479 E;34.662;64.1;125.53;5671.9;-2.250;-11.250;0.100;510.529;8.5;66679
$;03:14:11;12:05:48;16.06.2022;Y;10;52 19.02811 N;008 27.45078 E;38.881;72.0;133.47;5661.8;-2.375;-11.375;0.100;511.309;8.5;66679
$;03:14:13;12:05:50;16.06.2022;Y;11;52 19.01199 N;008 27.47324 E;36.756;68.0;144.97;5651.8;-2.125;-11.500;0.100;511.869;8.5;66679
$;03:14:15;12:05:52;16.06.2022;Y;11;52 18.99699 N;008 27.48867 E;27.907;51.6;148.01;5641.4;-2.375;-11.375;1.427;512.500;8.5;66679
$;03:14:17;12:05:54;16.06.2022;Y;11;52 18.98626 N;008 27.50286 E;23.864;44.1;133.53;5630.5;-2.250;-11.0;0.100;513.330;8.5;66679
$;03:14:19;12:05:56;16.06.2022;Y;11;52 18.97772 N;008 27.52092 E;27.029;50.0;124.53;5620.8;-2.250;-10.750;0.100;513.929;8.5;66679
$;03:14:21;12:05:58;16.06.2022;Y;11;52 18.96865 N;008 27.54357 E;32.506;60.2;122.56;5611.2;-2.375;-10.875;0.100;514.549;8.5;66679
$;03:14:23;12:06:00;16.06.2022;Y;11;52 18.95763 N;008 27.56929 E;36.752;68.0;127.58;5601.4;-2.125;-11.0;0.100;515.280;8.5;66679
$;03:14:25;12:06:02;16.06.2022;Y;10;52 18.94401 N;008 27.59503 E;37.848;70.0;133.36;5591.8;-2.500;-11.125;0.100;515.890;8.5;66679
$;03:14:27;12:06:04;16.06.2022;Y;11;52 18.92878 N;008 27.61810 E;36.957;68.4;139.79;5582.3;-2.250;-11.250;0.100;516.419;8.5;66679
$;03:14:29;12:06:06;16.06.2022;Y;11;52 18.91315 N;008 27.63748 E;33.701;62.4;145.63;5572.6;-2.125;-11.125;0.100;517.119;8.5;66679
$;03:14:31;12:06:08;16.06.2022;Y;11;52 18.89874 N;008 27.65262 E;28.036;51.9;147.63;5563.2;-2.375;-11.125;0.100;517.780;8.5;66679
$;03:14:33;12:06:10;16.06.2022;Y;11;52 18.88763 N;008 27.66593 E;22.929;42.4;138.67;5553.1;-2.125;-11.125;0.100;518.469;8.5;66679
$;03:14:35;12:06:12;16.06.2022;Y;11;52 18.87930 N;008 27.68158 E;23.784;44.0;125.84;5543.5;-2.125;-10.750;0.100;519.119;8.5;66679
$;03:14:37;12:06:14;16.06.2022;Y;11;52 18.87162 N;008 27.70170 E;28.775;53.2;119.99;5534.0;-2.125;-10.750;0.100;519.590;8.5;66679
$;03:14:39;12:06:16;16.06.2022;Y;11;52 18.86216 N;008 27.72628 E;34.790;64.4;124.91;5523.9;-2.250;-10.750;0.100;520.380;8.5;66679
$;03:14:41;12:06:18;16.06.2022;Y;11;52 18.84931 N;008 27.75144 E;36.744;68.0;133.75;5514.0;-2.125;-11.0;0.100;521.210;8.5;66679
$;03:14:43;12:06:20;16.06.2022;Y;11;52 18.83460 N;008 27.77216 E;33.185;61.4;143.84;5504.1;-2.250;-10.875;0.100;521.780;8.5;66679
$;03:14:45;12:06:22;16.06.2022;Y;11;52 18.82117 N;008 27.78699 E;26.216;48.5;146.02;5494.3;-2.125;-10.875;0.100;522.400;8.5;66679
$;03:14:47;12:06:24;16.06.2022;Y;11;52 18.81074 N;008 27.80041 E;22.615;41.8;136.10;5484.4;-2.250;-10.750;0.100;523.140;8.5;66679
$;03:14:49;12:06:26;16.06.2022;Y;11;52 18.80272 N;008 27.81751 E;25.754;47.6;121.35;5474.7;-2.250;-10.375;0.100;523.809;8.5;66679
$;03:14:51;12:06:28;16.06.2022;Y;11;52 18.79493 N;008 27.84012 E;31.213;57.8;118.91;5465.4;-2.250;-10.375;0.100;524.390;8.5;66679
$;03:14:53;12:06:30;16.06.2022;Y;11;52 18.78468 N;008 27.86600 E;36.159;66.9;126.67;5456.0;-2.125;-10.500;0.100;525.119;8.5;66679
$;03:14:55;12:06:32;16.06.2022;Y;11;52 18.77094 N;008 27.89089 E;36.902;68.3;136.25;5446.1;-2.125;-10.625;0.100;525.729;8.5;66679
$;03:14:57;12:06:34;16.06.2022;Y;11;52 18.75585 N;008 27.91175 E;34.163;63.2;142.62;5436.6;-2.125;-10.750;0.100;526.520;8.5;66679
$;03:14:59;12:06:36;16.06.2022;Y;11;52 18.74156 N;008 27.92849 E;29.420;54.4;145.20;5427.2;-2.375;-10.750;0.100;526.989;8.5;66679
$;03:15:01;12:06:38;16.06.2022;Y;11;52 18.73010 N;008 27.94279 E;23.673;43.8;138.37;5417.5;-2.125;-10.500;0.885;527.580;8.5;66679
$;03:15:03;12:06:40;16.06.2022;Y;10;52 18.72185 N;008 27.95887 E;23.763;44.0;123.75;5407.9;-2.125;-10.250;0.100;528.369;8.5;66679
$;03:15:05;12:06:42;16.06.2022;Y;11;52 18.71475 N;008 27.97890 E;27.604;51.1;118.06;5398.5;-2.125;-10.250;0.100;529.30;8.5;66679
$;03:15:07;12:06:44;16.06.2022;Y;11;52 18.70664 N;008 28.00280 E;32.932;60.9;120.54;5389.3;-2.125;-10.250;0.100;529.650;8.5;66679
$;03:15:09;12:06:46;16.06.2022;Y;11;52 18.69559 N;008 28.02905 E;36.717;67.9;127.87;5379.4;-2.0;-10.250;0.100;530.190;8.5;66679
$;03:15:11;12:06:48;16.06.2022;Y;11;52 18.68179 N;008 28.05361 E;36.294;67.2;135.89;5369.8;-2.125;-10.250;0.100;530.979;8.5;66679
$;03:15:13;12:06:50;16.06.2022;Y;11;52 18.66726 N;008 28.07381 E;32.562;60.3;142.78;5360.1;-2.0;-10.375;0.100;531.669;8.5;66679
$;03:15:15;12:06:52;16.06.2022;Y;11;52 18.65385 N;008 28.08952 E;27.073;50.1;145.02;5350.8;-2.0;-10.250;0.100;532.309;8.5;66679
$;03:15:17;12:06:54;16.06.2022;Y;11;52 18.64337 N;008 28.10298 E;21.920;40.5;136.51;5340.8;-2.0;-10.250;0.100;533.119;8.5;66679
$;03:15:19;12:06:56;16.06.2022;Y;11;52 18.63600 N;008 28.11897 E;23.410;43.3;120.82;5330.8;-2.0;-10.0;0.100;533.580;8.5;66679
$;03:15:21;12:06:58;16.06.2022;Y;11;52 18.62920 N;008 28.13941 E;27.834;51.5;117.80;5321.1;-2.250;-10.0;0.100;534.349;8.5;66679
$;03:15:23;12:07:00;16.06.2022;Y;10;52 18.62142 N;008 28.16261 E;30.556;56.5;119.34;5312.1;-2.125;-9.750;0.100;534.919;8.5;66679
$;03:15:25;12:07:02;16.06.2022;Y;11;52 18.61244 N;008 28.18702 E;32.533;60.2;122.41;5303.1;-2.0;-9.750;0.100;535.659;8.5;66679
$;03:15:27;12:07:04;16.06.2022;Y;11;52 18.60161 N;008 28.21200 E;34.988;64.7;127.62;5293.7;-2.375;-9.750;0.100;536.299;8.5;66679
$;03:15:29;12:07:06;16.06.2022;Y;11;52 18.58887 N;008 28.23655 E;35.704;66.1;132.40;5284.2;-2.0;-9.750;0.100;536.890;8.5;66679
$;03:15:31;12:07:08;16.06.2022;Y;11;52 18.57481 N;008 28.25894 E;34.747;64.3;138.83;5274.7;-2.0;-9.875;0.100;537.590;8.5;66679
$;03:15:33;12:07:10;16.06.2022;Y;11;52 18.56032 N;008 28.27738 E;31.945;59.1;144.17;5265.1;-2.0;-9.875;0.100;538.229;8.5;66679
$;03:15:35;12:07:12;16.06.2022;Y;11;52 18.54643 N;008 28.29319 E;29.052;53.8;145.44;5255.7;-1.875;-9.750;0.100;538.880;8.5;66679
$;03:15:37;12:07:14;16.06.2022;Y;11;52 18.53462 N;008 28.30724 E;23.928;44.3;140.74;5245.9;-2.0;-9.625;1.106;539.549;8.5;66679
$;03:15:39;12:07:16;16.06.2022;Y;11;52 18.52623 N;008 28.32285 E;23.486;43.4;123.82;5235.7;-2.125;-9.375;0.100;540.349;8.5;66679
$;03:15:41;12:07:18;16.06.2022;Y;11;52 18.51909 N;008 28.34351 E;29.331;54.3;117.98;5225.7;-2.0;-9.500;0.100;540.869;8.5;66679
$;03:15:43;12:07:20;16.06.2022;Y;11;52 18.50978 N;008 28.36871 E;34.812;64.4;123.93;5215.8;-1.875;-9.375;0.100;541.820;8.5;66679
$;03:15:45;12:07:22;16.06.2022;Y;11;52 18.49770 N;008 28.39450 E;36.438;67.4;130.29;5206.1;-2.250;-9.375;0.100;542.250;8.5;66679
$;03:15:47;12:07:24;16.06.2022;Y;11;52 18.48383 N;008 28.41804 E;35.536;65.8;136.85;5196.7;-2.0;-9.375;0.100;542.909;8.5;66679
$;03:15:49;12:07:26;16.06.2022;Y;11;52 18.46925 N;008 28.43798 E;32.748;60.6;142.75;5187.4;-1.875;-9.375;0.100;543.559;8.5;66679
$;03:15:51;12:07:28;16.06.2022;Y;11;52 18.45586 N;008 28.45352 E;26.918;49.8;144.77;5177.7;-2.0;-9.375;0.100;544.349;8.5;66679
$;03:15:53;12:07:30;16.06.2022;Y;10;52 18.44526 N;008 28.46734 E;23.160;42.8;137.58;5167.6;-1.875;-9.375;0.100;545.10;8.5;66679
$;03:15:55;12:07:32;16.06.2022;Y;11;52 18.43670 N;008 28.48285 E;23.483;43.4;127.45;5158.0;-2.0;-9.125;0.100;545.669;8.5;66679
$;03:15:57;12:07:34;16.06.2022;Y;11;52 18.42903 N;008 28.50292 E;29.235;54.1;119.18;5148.3;-1.875;-9.0;0.100;546.320;8.5;66679
$;03:15:59;12:07:36;16.06.2022;Y;11;52 18.42002 N;008 28.52792 E;34.372;63.6;122.32;5138.2;-1.875;-9.0;0.100;546.950;8.5;66679
$;03:16:01;12:07:38;16.06.2022;Y;11;52 18.40801 N;008 28.55378 E;36.537;67.6;130.96;5128.2;-1.875;-9.0;0.100;547.719;8.5;66679
$;03:16:03;12:07:40;16.06.2022;Y;11;52 18.39389 N;008 28.57744 E;36.012;66.6;136.79;5118.4;-1.875;-8.125;0.100;548.460;8.5;66679
$;03:16:05;12:07:42;16.06.2022;Y;11;52 18.37886 N;008 28.59785 E;34.253;63.4;142.76;5109.0;-2.0;-9.0;0.100;549.70;8.5;66679
$;03:16:07;12:07:44;16.06.2022;Y;11;52 18.36420 N;008 28.61412 E;30.037;55.6;147.64;5099.4;-1.875;-8.875;0.100;549.619;8.5;66679
$;03:16:09;12:07:46;16.06.2022;Y;11;52 18.35081 N;008 28.62768 E;26.840;49.7;147.91;5090.0;-1.875;-9.125;0.100;550.390;8.5;66679
$;03:16:11;12:07:48;16.06.2022;Y;11;52 18.33949 N;008 28.64039 E;23.296;43.1;142.49;5080.4;-2.0;-9.0;2.701;550.950;8.5;66679
$;03:16:13;12:07:50;16.06.2022;Y;10;52 18.33066 N;008 28.65493 E;22.814;42.2;128.40;5070.8;-1.875;-8.625;0.100;551.789;8.5;66679
$;03:16:15;12:07:52;16.06.2022;Y;11;52 18.32309 N;008 28.67325 E;26.236;48.5;121.88;5061.1;-1.750;-8.500;0.100;552.440;8.5;66679
$;03:16:17;12:07:54;16.06.2022;Y;11;52 18.31461 N;008 28.69523 E;30.803;57.0;123.01;5051.5;-1.875;-8.500;0.100;553.90;8.5;66679
$;03:16:19;12:07:56;16.06.2022;Y;11;52 18.30433 N;008 28.71920 E;33.241;61.5;126.33;5041.6;-1.875;-8.500;0.100;553.869;8.4;66679
$;03:16:21;12:07:58;16.06.2022;Y;11;52 18.29241 N;008 28.74302 E;34.587;64.0;132.52;5032.1;-1.750;-8.625;0.100;554.580;8.5;66679
$;03:16:23;12:08:00;16.06.2022;Y;11;52 18.27819 N;008 28.76415 E;34.384;63.6;141.79;5022.4;-1.750;-8.500;0.100;555.179;8.5;66679
$;03:16:25;12:08:02;16.06.2022;Y;10;52 18.26320 N;008 28.78122 E;31.486;58.3;147.44;5012.5;-1.875;-8.625;0.100;555.890;8.5;66679
$;03:16:27;12:08:04;16.06.2022;Y;11;52 18.24963 N;008 28.79482 E;26.229;48.5;148.38;5003.1;-1.875;-8.500;0.816;556.750;8.5;66679
$;03:16:29;12:08:06;16.06.2022;Y;11;52 18.23893 N;008 28.80732 E;22.148;41.0;139.11;4992.8;-1.750;-8.250;1.244;557.419;8.4;66679
